labels,text
de,"aus Wikipedia, der freien Enzyklopädie Zur Navigation springen Zur Suche springen Angier Louis Goodwin (* 30"
de," Januar 1881 in Fairfield , Somerset County , Maine ; † 20"
de," Juni 1975 in Melrose , Massachusetts ) war ein US-amerikanischer Politiker "
de, Zwischen 1943 und 1955 vertrat er den Bundesstaat Massachusetts im US-Repräsentantenhaus 
de, Werdegang [ Bearbeiten | Quelltext bearbeiten ] Angier Goodwin besuchte die öffentlichen Schulen seiner Heimat und danach bis 1902 das Colby College in Waterville 
de, Nach einem anschließenden Jurastudium an der Harvard University und seiner 1906 erfolgten Zulassung als Rechtsanwalt begann er in Boston in diesem Beruf zu arbeiten
de, Gleichzeitig schlug er als Mitglied der Republikanischen Partei eine politische Laufbahn ein
de," Zwischen 1912 und 1914 sowie nochmals von 1916 bis 1920 saß er im Gemeinderat von Melrose, dessen Präsident er im Jahr 1920 war"
de, Von 1921 bis 1923 amtierte er dort auch als Bürgermeister
de, Während des Ersten Weltkrieges war er Mitglied der Nationalgarde von Massachusetts und Rechtsberater der Einberufungsbehörde
de, In den Jahren 1923 bis 1925 gehörte er dem Planungsausschuss von Melrose an
de, Zur gleichen Zeit war er dort auch Mitglied im Berufungsausschuss ( Board of Appeals )
de, Zwischen 1925 und 1928 war Goodwin Abgeordneter im Repräsentantenhaus von Massachusetts ; von 1929 bis 1941 gehörte er dem Staatssenat an
de, Im Jahr 1941 fungierte er als dessen Präsident
de, 1942 war er Vorsitzender der Kommission zur Verwaltung und Finanzkontrolle des Staates Massachusetts ( State Commission on Administration and Finance )
de," Bei den Kongresswahlen des Jahres 1942 wurde Goodwin im achten Wahlbezirk von Massachusetts in das US-Repräsentantenhaus in Washington, D"
de, Januar 1943 die Nachfolge von Arthur Daniel Healey antrat
de, Nach fünf Wiederwahlen konnte er bis zum 3
de, Januar 1955 sechs Legislaturperioden im Kongress absolvieren
de," In seine Zeit im Kongress fielen das Ende des Zweiten Weltkrieges , der Beginn des Kalten Krieges , der Koreakrieg und innenpolitisch der Beginn der Bürgerrechtsbewegung "
de, Im Jahr 1954 wurde Goodwin nicht wiedergewählt
de, Von 1955 bis 1960 gehörte er dem Steuerberufungsausschuss von Massachusetts an
de, Danach zog er sich in den Ruhestand zurück
de, Juni 1975 in Melrose
de, Weblinks [ Bearbeiten | Quelltext bearbeiten ] Angier Goodwin im Biographical Directory of the United States Congress (englisch) Angier Goodwin in der Datenbank von Find a Grave (englisch) Vorlage:Findagrave/Wartung/Gleiche Kenner im Quelltext und in Wikidata Mitglieder des Repräsentantenhauses der Vereinigten Staaten für Massachusetts 1
de, Ames | Sedgwick | Skinner | Sedgwick | J
de, Bacon | Eustis | Quincy | Ward Jr
de, | Mason | Gorham | Webster | Gorham | N
de, Appleton | Gorham | A
de, Lawrence | Fletcher | A
de, Lawrence | Winthrop | N
de, Appleton | Winthrop | S
de, Appleton | Scudder | T
de, Eliot | Buffinton | Crapo | R
de, Davis | Randall | Wright | G
de, Lawrence | Treadway | Heselton | Conte | Olver | Neal • 2
de, Bezirk: Goodhue | Dexter | W
de, Crowninshield | Story | Pickman | W
de, Reed | Pickering | Silsbee | Barstow | B
de, Crowninshield | Choate | Phillips | Saltonstall | King | Rantoul | Fay | S
de, Crocker | Buffinton | O
